Good Morning,0.682,0.561,0.432,0.511,0.808,-0.10,1.39,0.49,-21.63,20.56,-67.58
Good Morning,0.689,0.561,0.442,0.496,0.801,0.66,-0.68,0.47,-23.20,-88.97,3.67
Good Morning,0.698,0.556,0.448,0.482,0.801,0.62,0.84,-0.38,177.98,34.48,-122.84
Good Morning,0.698,0.551,0.444,0.718,0.797,0.52,0.77,-0.40,-7.42,12.60,3.65
Good Morning,0.703,0.550,0.440,0.683,0.796,0.58,0.77,-0.41,-7.05,-4.02,0.21
Good Morning,0.709,0.547,0.438,0.666,0.793,0.59,0.76,-0.41,-4.40,-5.78,2.44
Good Morning,0.711,0.541,0.458,0.632,0.795,0.56,0.72,-0.44,-2.25,-4.32,1.29
Good Morning,0.708,0.540,0.446,0.593,0.805,0.56,0.71,-0.43,-4.37,0.01,-1.06
Good Morning,0.699,0.550,0.428,0.570,0.774,0.58,0.71,-0.43,-5.18,0.15,-5.42
Good Morning,0.700,0.547,0.427,0.541,0.789,0.55,0.75,-0.41,0.75,2.25,0.06
Good Morning,0.696,0.551,0.428,0.517,0.796,0.54,0.78,-0.39,-1.64,6.74,-3.06
Good Morning,0.699,0.549,0.421,0.508,0.788,0.58,0.76,-0.36,-4.25,5.37,3.60
Good Morning,0.707,0.547,0.412,0.465,0.783,0.57,0.78,-0.36,-4.27,1.00,-0.68
Good Morning,0.705,0.530,0.419,0.487,0.769,0.56,0.77,-0.35,-0.24,8.95,-0.27
Good Morning,0.694,0.529,0.417,0.452,0.775,0.58,0.75,-0.39,2.10,9.68,-3.72
Good Morning,0.697,0.526,0.409,0.453,0.779,0.59,0.73,-0.42,-2.91,-1.69,-3.17
Good Morning,0.699,0.526,0.412,0.437,0.777,0.58,0.69,-0.39,-2.82,-2.89,-0.48
Good Morning,0.702,0.523,0.415,0.446,0.781,0.61,0.69,-0.42,-5.70,0.42,-3.83
Good Morning,0.701,0.524,0.413,0.394,0.786,0.62,0.69,-0.40,-5.28,3.36,-3.78
Good Morning,0.707,0.521,0.425,0.404,0.786,0.61,0.71,-0.42,-3.11,0.47,-2.55
Good Morning,0.722,0.523,0.425,0.405,0.785,0.59,0.71,-0.40,-2.43,-1.80,-1.81
Good Morning,0.719,0.524,0.419,0.415,0.780,0.58,0.70,-0.41,-2.35,-1.79,-1.89
Good Morning,0.718,0.523,0.412,0.423,0.781,0.60,0.74,-0.38,-2.89,-4.32,2.00
Good Morning,0.722,0.526,0.414,0.430,0.773,0.60,0.69,-0.43,-3.23,-3.33,-2.92
Good Morning,0.715,0.528,0.415,0.427,0.782,0.58,0.76,-0.41,1.26,-0.21,-3.40
Good Morning,0.713,0.521,0.414,0.359,0.759,0.61,0.72,-0.37,-2.47,1.31,0.96
Good Morning,0.722,0.522,0.407,0.371,0.765,0.61,0.72,-0.37,-2.60,1.44,-0.27
Good Morning,0.720,0.524,0.409,0.393,0.773,0.57,0.74,-0.39,-2.85,-2.79,-1.41
Good Morning,0.719,0.525,0.397,0.382,0.779,0.61,0.74,-0.38,-1.12,1.91,-1.19
Good Morning,0.689,0.527,0.390,0.386,0.784,0.61,0.74,-0.36,-2.21,1.60,0.09
