1,30,63,76,37,79,15928,1040,5344,-434,27,-97
1,31,64,77,38,82,15904,1620,5308,-327,-67,-168
1,31,66,76,38,100,15932,1184,5104,-402,-33,-147
1,31,66,75,38,100,16024,1280,5160,-217,96,-182
1,31,64,75,38,93,16004,1296,5056,-355,19,-45
1,31,63,75,38,88,15996,1216,5168,-372,160,-44
1,30,62,75,38,83,15848,1180,5272,-335,37,-56
1,30,63,75,38,81,15996,1072,5216,-177,1,-127
1,31,63,76,38,80,15892,1236,5280,-430,-35,-130
1,31,64,76,35,80,15964,1228,5060,-440,-29,-160
1,30,64,77,35,82,15984,1148,5100,-421,-125,-174
1,30,64,77,35,82,15984,1240,5140,-455,-8,-162
1,31,64,76,34,83,15932,1124,5064,-391,7,-175
1,31,62,71,40,88,15968,1252,5104,-225,-56,-122
1,31,62,71,36,85,15864,1272,5272,-373,5,-110
1,31,65,72,36,83,15864,1196,5284,-161,-38,-117
1,30,59,72,37,81,15972,1184,5008,-504,-57,-170
1,32,56,66,42,83,15944,1136,5024,-339,8,-259
1,32,58,68,40,84,16016,1400,5076,-364,34,-170
1,31,60,70,39,82,15912,1216,5156,-245,-178,-55
1,31,61,71,39,83,15912,1216,5100,-479,-79,-154
1,31,59,72,42,66,15924,1084,5196,-327,-155,-167
1,31,59,96,40,67,16004,1260,5112,-425,-90,-193
1,31,61,90,38,71,15928,1384,4948,-644,-185,101
1,31,62,85,35,72,15956,1172,5052,-367,-175,-49
1,29,66,89,35,68,15988,1004,4952,-245,1,-137
1,30,56,85,35,72,15980,1132,5148,-371,68,-181
1,30,58,81,35,74,15964,1276,5028,-203,65,-118
1,31,60,78,36,67,15888,1148,5048,-381,9,-97
1,35,64,88,37,71,16020,1220,5160,-226,-35,-126
