1,31,75,77,36,67,15196,1168,6920,-456,264,-234
1,30,69,85,36,69,14988,1572,7040,-373,238,34
1,31,71,84,38,70,14896,1420,7420,-406,35,-24
1,30,73,83,38,70,15060,1564,7316,-325,46,-96
1,30,74,80,38,67,14988,1392,7228,-527,-308,-170
1,33,70,70,37,72,15188,1456,6868,-287,-184,-102
1,33,72,75,37,71,15024,1548,6920,-340,72,-120
1,33,73,77,37,69,15068,1464,6864,-328,300,-75
1,32,75,78,36,69,15008,1220,7224,-403,339,-129
1,31,84,73,36,66,15096,1408,7276,-224,265,-194
1,31,81,77,35,66,15016,1492,7348,-269,59,-3
1,31,79,77,36,67,15000,1476,7172,-413,-2,16
1,30,77,78,33,66,15052,1408,7224,-402,137,-93
1,31,77,79,32,68,15104,1452,7140,-276,-18,-115
1,31,75,80,33,67,14956,1420,7184,-374,18,-106
1,31,75,81,32,67,15000,1504,7252,-359,132,-40
1,31,72,81,30,67,14896,1408,7200,-325,-97,-34
1,31,70,83,31,92,14944,1476,7208,-325,-24,-48
1,30,71,82,31,83,15008,1388,7208,-333,-6,-47
1,30,72,83,29,83,15024,1340,7260,-301,-36,-142
1,26,70,82,31,77,15132,1420,7156,-238,24,-31
1,27,70,79,33,72,15000,1344,7112,-329,-11,-57
1,28,71,79,34,70,15076,1224,7260,-321,30,-120
1,29,72,79,35,68,15040,1400,7120,-384,-76,-131
1,29,72,79,33,69,14976,1332,7124,-318,-22,-159
1,29,74,83,34,69,15060,1500,7140,-229,-39,-42
1,30,73,83,35,69,15128,1492,7216,-284,-8,-91
1,30,73,83,32,70,14928,1440,7272,-307,109,-51
1,30,77,79,34,56,15076,1340,7384,-372,-42,-77
1,29,75,78,35,60,14944,1308,7164,-251,40,-140
