2,0.606,0.239,0.178,1.000,0.583,0.80,0.12,0.60,-3.11,-0.04,-0.92
2,0.625,0.232,0.173,1.000,0.576,0.80,0.12,0.61,-2.15,0.75,-0.85
2,0.622,0.307,0.180,1.000,0.578,0.79,0.12,0.61,-2.45,0.02,-0.69
2,0.619,0.285,0.170,1.000,0.579,0.80,0.11,0.60,-2.41,0.31,-0.68
2,0.618,0.283,0.170,1.000,0.576,0.80,0.11,0.60,-2.41,0.87,-0.95
2,0.624,0.277,0.198,1.000,0.571,0.79,0.11,0.61,-3.18,-0.21,-1.69
2,0.609,0.271,0.194,1.000,0.574,0.80,0.12,0.61,-2.82,0.20,-1.56
2,0.607,0.265,0.182,1.000,0.576,0.80,0.13,0.61,-1.18,-0.15,-0.82
2,0.606,0.261,0.171,1.000,0.578,0.80,0.11,0.60,-0.88,0.14,-0.59
2,0.605,0.258,0.138,1.000,0.574,0.80,0.12,0.60,-3.03,1.27,-1.20
2,0.626,0.265,0.143,1.000,0.571,0.79,0.12,0.61,-2.98,1.96,-0.44
2,0.623,0.264,0.157,1.000,0.576,0.79,0.12,0.61,1.76,1.51,0.37
2,0.620,0.260,0.158,1.000,0.578,0.80,0.12,0.62,-0.59,0.05,0.02
2,0.615,0.260,0.156,1.000,0.580,0.80,0.11,0.62,-2.78,-1.00,-0.95
2,0.613,0.278,0.170,1.000,0.596,0.80,0.12,0.61,-2.73,-0.37,-1.15
2,0.612,0.272,0.166,1.000,0.593,0.79,0.13,0.60,-1.77,0.64,-0.57
2,0.612,0.269,0.166,1.000,0.594,0.80,0.12,0.61,-1.96,1.05,-0.50
2,0.612,0.267,0.176,1.000,0.592,0.80,0.13,0.62,-1.80,0.05,0.06
2,0.609,0.266,0.171,1.000,0.583,0.79,0.11,0.61,-2.14,-0.02,-0.80
2,0.589,0.275,0.150,1.000,0.589,0.79,0.12,0.61,-2.73,0.19,-1.02
2,0.591,0.271,0.149,1.000,0.589,0.79,0.12,0.62,-2.98,-0.34,-0.79
2,0.594,0.268,0.172,1.000,0.589,0.79,0.12,0.61,-0.48,1.08,-0.50
2,0.597,0.263,0.171,1.000,0.592,0.79,0.13,0.61,-2.72,0.01,-0.45
2,0.600,0.255,0.179,1.000,0.591,0.79,0.12,0.62,-1.23,0.64,-0.32
2,0.605,0.255,0.177,1.000,0.596,0.79,0.12,0.61,-2.85,0.27,-1.31
2,0.605,0.253,0.188,1.000,0.598,0.79,0.12,0.61,-2.76,1.27,-0.79
2,0.607,0.251,0.177,1.000,0.596,0.78,0.13,0.61,-2.91,2.21,-0.73
2,0.610,0.253,0.172,1.000,0.598,0.79,0.12,0.62,-1.35,2.40,-0.05
2,0.606,0.196,0.134,1.000,0.599,0.79,0.12,0.62,-1.76,2.63,-0.94
2,0.607,0.197,0.148,1.000,0.598,0.79,0.13,0.62,-2.75,1.74,-1.11
