2,0.589,0.242,0.115,1.000,0.543,0.80,0.12,0.61,-2.31,1.33,-0.75
2,0.588,0.245,0.119,1.000,0.523,0.80,0.12,0.60,-0.86,1.49,0.34
2,0.589,0.249,0.118,1.000,0.521,0.80,0.09,0.61,-3.68,0.90,-0.95
2,0.591,0.242,0.115,1.000,0.531,0.80,0.11,0.61,-2.82,0.15,-1.21
2,0.590,0.242,0.117,1.000,0.524,0.80,0.12,0.60,-2.15,0.55,-0.89
2,0.585,0.238,0.060,1.000,0.528,0.80,0.11,0.60,-3.31,0.69,-1.07
2,0.586,0.237,0.066,1.000,0.533,0.79,0.11,0.62,-2.00,0.51,-0.37
2,0.584,0.237,0.081,1.000,0.532,0.80,0.11,0.61,-2.09,0.89,-0.69
2,0.586,0.242,0.090,1.000,0.529,0.80,0.10,0.60,-2.50,0.50,-0.90
2,0.592,0.233,0.094,1.000,0.538,0.80,0.11,0.61,-3.74,-0.47,-1.46
2,0.472,0.234,0.125,1.000,0.532,0.79,0.12,0.62,-2.82,-0.07,-0.94
2,0.489,0.235,0.126,0.996,0.527,0.80,0.12,0.61,-1.76,0.18,-0.31
2,0.505,0.236,0.124,0.993,0.523,0.80,0.12,0.60,-2.66,0.10,-0.44
2,0.518,0.236,0.122,0.990,0.522,0.80,0.11,0.60,-2.01,0.77,-0.66
2,0.528,0.250,0.056,0.988,0.511,0.80,0.11,0.61,-3.34,-0.53,-1.31
2,0.539,0.249,0.069,0.987,0.511,0.79,0.11,0.61,-0.80,0.50,-0.25
2,0.547,0.247,0.080,0.991,0.516,0.80,0.10,0.61,-3.18,-0.49,-1.05
2,0.555,0.241,0.085,0.990,0.519,0.80,0.11,0.61,-2.94,0.58,-1.15
2,0.560,0.243,0.089,0.990,0.513,0.79,0.12,0.61,-3.00,-0.52,-1.24
2,0.571,0.214,0.121,0.964,0.510,0.80,0.12,0.61,-1.64,0.70,-0.44
2,0.575,0.216,0.116,0.963,0.514,0.80,0.11,0.61,-1.94,0.68,-0.63
2,0.577,0.219,0.116,0.967,0.513,0.79,0.11,0.61,-3.35,0.13,-1.03
2,0.579,0.224,0.113,0.974,0.514,0.80,0.12,0.62,-2.20,0.52,-0.81
2,0.580,0.228,0.118,0.970,0.552,0.80,0.12,0.61,-1.73,-0.18,-0.83
2,0.584,0.230,0.133,0.971,0.549,0.80,0.11,0.61,-2.33,0.65,-0.91
2,0.587,0.233,0.130,0.971,0.544,0.80,0.11,0.62,-2.60,0.51,-0.98
2,0.588,0.227,0.126,0.972,0.539,0.80,0.10,0.61,-2.49,-0.10,-0.58
2,0.588,0.234,0.128,0.970,0.540,0.80,0.11,0.61,-4.06,0.02,-1.01
2,0.617,0.218,0.146,1.000,0.505,0.79,0.13,0.61,-2.77,0.34,-0.98
2,0.613,0.215,0.137,1.000,0.507,0.79,0.11,0.61,-2.20,-0.03,-1.02
