7,27,30,61,33,57,11624,1304,11468,-262,41,125
7,29,30,62,32,58,11536,1040,11668,-328,-41,-128
7,29,30,62,31,58,11596,1020,11744,-331,-144,-177
7,30,32,62,29,54,11644,972,11884,-459,-140,-347
7,25,34,58,28,58,11656,1332,11460,-288,-175,-249
7,27,33,59,29,58,11520,1272,11580,-338,7,-106
7,28,34,60,29,57,11640,1084,11744,-277,30,-1
7,29,33,61,29,55,11520,1152,11600,-406,-25,-165
7,31,34,64,28,57,11540,1160,11576,-310,-95,-179
7,31,33,64,28,57,11644,1376,11596,-299,-21,-157
7,31,33,63,29,57,11652,1300,11448,-263,75,-101
7,31,32,64,29,57,11688,1280,11732,-441,40,-83
7,31,33,64,30,54,11584,1260,11636,-308,64,-54
7,24,25,63,29,56,11600,1052,11832,-417,-21,-140
7,26,23,64,29,58,11648,1192,11616,-364,20,-186
7,27,26,64,29,58,11700,1428,11636,-280,12,-128
7,27,24,63,29,60,11596,1104,11640,-315,-29,-87
7,30,26,62,38,64,11500,1112,11772,-403,44,-55
7,30,29,61,35,59,11580,1184,11668,-275,-42,-103
7,31,29,62,35,59,11716,1340,11576,-291,-14,-190
7,31,30,58,34,59,11620,1252,11528,-296,23,-145
7,31,31,59,32,59,11696,1324,11608,-348,-19,-109
7,30,31,60,29,60,11648,1208,11608,-324,63,-46
7,30,31,60,31,59,11636,1248,11708,-408,66,-97
7,31,31,62,38,58,11476,1268,11792,-261,5,-88
7,32,32,63,35,58,11556,1044,11532,-330,-124,-159
7,32,32,48,29,50,11624,1184,11684,-303,32,-104
7,31,31,53,29,53,11680,1160,11608,-281,11,-115
7,31,31,56,29,54,11484,1160,11524,-322,22,-112
7,31,31,59,29,55,11568,1168,11728,-370,-3,-79
