7,0.615,0.635,0.801,0.613,0.048,0.62,-0.27,0.74,-2.52,0.16,-1.47
7,0.617,0.638,0.800,0.613,0.041,0.62,-0.28,0.73,-2.99,1.71,-0.81
7,0.608,0.632,0.796,0.627,0.032,0.62,-0.26,0.75,-2.64,0.85,-0.29
7,0.609,0.643,0.793,0.631,0.031,0.63,-0.28,0.74,-2.22,-0.95,0.18
7,0.606,0.649,0.793,0.628,0.029,0.63,-0.29,0.73,-2.19,-0.18,-0.11
7,0.606,0.639,0.794,0.621,0.025,0.62,-0.28,0.73,-2.41,1.14,-0.69
7,0.605,0.645,0.784,0.615,0.019,0.62,-0.28,0.74,-2.73,2.73,-0.85
7,0.614,0.808,0.781,0.615,0.016,0.62,-0.27,0.74,-3.24,2.69,-0.67
7,0.613,0.789,0.789,0.609,0.016,0.61,-0.27,0.75,-3.77,2.67,-0.70
7,0.614,0.767,0.789,0.609,0.016,0.62,-0.28,0.74,-4.05,1.37,-1.02
7,0.613,0.755,0.790,0.604,0.014,0.62,-0.28,0.75,-3.79,1.82,-1.39
7,0.611,0.735,0.783,0.669,0.035,0.62,-0.28,0.74,-4.42,1.85,-2.21
7,0.614,0.721,0.785,0.661,0.034,0.61,-0.28,0.74,-3.45,2.79,-2.64
7,0.615,0.709,0.787,0.654,0.029,0.61,-0.27,0.75,-3.69,1.59,-1.99
7,0.615,0.705,0.787,0.648,0.027,0.63,-0.27,0.76,-3.03,0.37,-1.98
7,0.613,0.696,0.787,0.641,0.027,0.61,-0.29,0.74,-3.34,0.24,-0.34
7,0.615,0.694,0.788,0.641,0.024,0.60,-0.28,0.74,-3.03,0.35,0.31
7,0.615,0.692,0.790,0.634,0.021,0.61,-0.28,0.75,-1.73,0.42,-0.09
7,0.614,0.691,0.791,0.631,0.019,0.61,-0.28,0.75,-3.90,-0.42,-1.38
7,0.615,0.691,0.793,0.630,0.016,0.61,-0.28,0.76,-2.82,-0.47,-1.57
7,0.614,0.698,0.809,0.623,0.016,0.61,-0.28,0.75,-2.86,-1.47,-1.18
7,0.612,0.688,0.803,0.621,0.014,0.61,-0.28,0.75,-3.24,-0.97,-0.89
7,0.610,0.685,0.800,0.619,0.015,0.61,-0.27,0.74,-2.17,-1.36,-1.15
7,0.610,0.679,0.796,0.613,0.015,0.61,-0.27,0.75,-2.42,-1.40,-1.08
7,0.631,0.698,0.829,0.633,0.001,0.62,-0.27,0.74,-2.85,-1.89,-1.27
7,0.628,0.690,0.822,0.633,0.005,0.61,-0.28,0.75,-2.50,-1.15,-0.96
7,0.623,0.682,0.817,0.626,0.005,0.62,-0.28,0.74,-3.01,-1.00,-0.73
7,0.619,0.683,0.812,0.626,0.007,0.62,-0.27,0.74,-2.57,-0.23,-0.84
7,0.616,0.684,0.809,0.627,0.006,0.62,-0.28,0.75,-3.95,-1.34,-1.27
7,0.608,0.672,0.829,0.627,0.008,0.62,-0.28,0.74,-2.41,-1.39,-1.73
