Dimple,0.157,0.614,0.138,0.336,0.768,1.19,-0.19,0.07,9.62,-99.63,-7.45
Dimple,0.203,0.615,0.128,0.301,0.756,0.76,1.08,1.06,146.11,-70.15,72.41
Dimple,0.197,0.612,0.128,0.306,0.759,0.95,-0.14,0.38,-0.28,0.04,-1.44
Dimple,0.193,0.614,0.130,0.306,0.762,0.94,-0.15,0.38,-0.91,1.79,-0.07
Dimple,0.188,0.615,0.130,0.314,0.759,0.95,-0.13,0.38,-1.69,0.56,-1.56
Dimple,0.186,0.621,0.210,0.230,0.775,0.97,-0.11,0.37,-1.11,-1.69,-2.09
Dimple,0.179,0.620,0.198,0.233,0.778,0.95,-0.15,0.36,-3.24,-1.47,-0.98
Dimple,0.175,0.617,0.187,0.250,0.772,0.95,-0.13,0.37,-3.50,1.40,-0.37
Dimple,0.174,0.617,0.178,0.270,0.770,0.94,-0.14,0.38,-2.17,1.35,-1.23
Dimple,0.195,0.612,0.174,0.360,0.723,0.95,-0.12,0.38,-2.91,-0.13,-1.20
Dimple,0.190,0.613,0.170,0.361,0.726,0.95,-0.13,0.36,-1.57,-0.60,-0.73
Dimple,0.185,0.612,0.164,0.351,0.722,0.96,-0.12,0.37,-2.95,-0.50,0.11
Dimple,0.177,0.614,0.161,0.341,0.731,0.95,-0.13,0.37,-0.69,-0.05,1.01
Dimple,0.169,0.597,0.160,0.416,0.687,0.95,-0.16,0.36,-6.14,0.69,-0.34
Dimple,0.171,0.600,0.155,0.390,0.704,0.95,-0.12,0.38,-2.66,0.24,-1.09
Dimple,0.170,0.599,0.151,0.385,0.715,0.97,-0.16,0.36,-3.35,-0.67,-3.08
Dimple,0.172,0.598,0.151,0.394,0.725,0.93,-0.12,0.36,-1.10,0.24,-1.41
Dimple,0.184,0.582,0.145,0.361,0.733,0.94,-0.12,0.37,-2.69,-0.08,0.05
Dimple,0.182,0.589,0.142,0.357,0.737,0.95,-0.14,0.37,-0.89,0.78,0.42
Dimple,0.182,0.592,0.143,0.356,0.736,0.94,-0.11,0.37,-1.94,-0.74,0.00
Dimple,0.185,0.597,0.141,0.345,0.744,0.95,-0.12,0.34,-3.00,-0.73,0.77
Dimple,0.193,0.626,0.133,0.334,0.750,0.95,-0.13,0.38,-1.37,-0.13,-1.02
Dimple,0.189,0.623,0.132,0.338,0.753,0.95,-0.13,0.36,-3.24,1.31,-0.37
Dimple,0.184,0.620,0.131,0.338,0.756,0.94,-0.11,0.39,-4.60,1.75,-1.31
Dimple,0.178,0.619,0.132,0.341,0.757,0.99,-0.13,0.35,-1.88,-1.62,-2.48
Dimple,0.175,0.616,0.131,0.339,0.799,0.94,-0.11,0.38,-4.39,-1.46,-2.09
Dimple,0.173,0.617,0.131,0.341,0.798,0.96,-0.06,0.35,-4.46,2.24,-3.75
Dimple,0.169,0.612,0.131,0.331,0.796,0.95,-0.05,0.39,-3.23,1.21,-0.77
Dimple,0.169,0.610,0.131,0.323,0.793,0.96,-0.06,0.39,-1.34,0.11,-0.24
Dimple,0.166,0.606,0.117,0.355,0.793,0.94,-0.09,0.38,-2.90,0.14,-0.27
