4,31,30,52,37,81,14596,1924,7824,-342,27,-108
4,32,31,54,37,80,14600,2064,7992,-284,25,-18
4,32,31,53,35,80,14592,1836,7996,-385,-36,-77
4,32,31,52,35,80,14344,1824,7876,-439,-53,-144
4,32,31,52,33,78,14564,1844,8000,-303,-226,-132
4,33,30,56,32,87,14680,1716,7636,-316,-186,-124
4,33,31,54,33,85,14700,1880,7668,-360,-128,-166
4,32,30,54,34,84,14684,1852,7808,-295,-30,-124
4,33,30,53,33,81,14624,1980,7772,-387,24,-108
4,33,31,52,33,79,14708,1904,7920,-274,65,-104
4,32,31,52,35,81,14672,1728,7808,-282,88,-30
4,33,30,52,33,81,14548,1736,7876,-342,225,-133
4,32,31,51,34,80,14552,1896,8028,-358,87,-70
4,32,31,51,35,81,14452,1880,7856,-311,23,-114
4,14,40,55,33,78,14692,1804,7784,-346,40,-154
4,20,37,54,34,77,14624,1868,7768,-271,65,-190
4,24,35,54,35,78,14472,1880,7844,-303,81,-144
4,25,33,54,35,80,14656,1848,8004,-348,24,-64
4,27,33,100,33,83,14616,1828,8016,-230,-151,3
4,28,32,90,33,82,14520,1784,7860,-336,41,-111
4,29,33,77,33,80,14680,1932,7932,-395,43,-210
4,31,33,68,34,80,14584,1944,7836,-360,-16,-150
4,31,31,62,35,79,14592,1760,7704,-323,-19,-94
4,33,31,56,35,67,14716,1984,7800,-296,18,-121
4,32,31,54,36,74,14580,1924,7860,-344,67,-189
4,31,31,54,35,75,14580,1984,7992,-316,71,-116
4,31,31,53,36,74,14572,1960,8040,-327,-39,-124
4,31,31,52,31,61,14428,1944,7996,-340,-29,-91
4,31,32,52,33,67,14572,1860,8108,-307,-192,-138
4,31,31,52,34,71,14416,1920,7888,-350,-93,-159
