Short,0.740,0.568,0.586,0.257,0.499,0.56,-0.22,0.39,32.92,17.07,-4.50
Short,0.738,0.570,0.591,0.253,0.494,0.65,0.04,0.54,0.86,11.84,17.45
Short,0.732,0.564,0.596,0.245,0.493,0.80,0.11,0.60,-0.61,-0.93,1.76
Short,0.793,0.567,0.588,0.250,0.488,0.84,0.14,0.56,0.24,-0.79,-2.32
Short,0.784,0.578,0.585,0.251,0.495,0.84,0.12,0.60,-4.42,0.24,0.21
Short,0.777,0.577,0.577,0.257,0.501,0.82,0.15,0.57,-1.19,1.56,-0.44
Short,0.770,0.571,0.572,0.259,0.499,0.83,0.15,0.57,0.22,-0.13,-1.11
Short,0.769,0.565,0.597,0.276,0.491,0.83,0.17,0.57,-2.91,0.05,-2.08
Short,0.762,0.561,0.602,0.285,0.488,0.83,0.16,0.57,-2.54,-1.52,0.17
Short,0.753,0.560,0.601,0.279,0.487,0.84,0.17,0.56,-2.66,0.18,-1.24
Short,0.784,0.571,0.606,0.345,0.484,0.83,0.15,0.56,-1.27,1.37,-1.78
Short,0.767,0.567,0.604,0.330,0.482,0.83,0.17,0.56,-2.85,-1.34,0.70
Short,0.751,0.556,0.605,0.316,0.479,0.83,0.15,0.57,-5.15,3.56,-5.73
Short,0.763,0.550,0.605,0.307,0.481,0.82,0.16,0.56,-3.25,-2.76,-3.18
Short,0.752,0.547,0.591,0.302,0.483,0.82,0.19,0.58,2.20,0.14,-0.20
Short,0.748,0.532,0.589,0.293,0.495,0.81,0.15,0.55,-0.41,1.47,-1.55
Short,0.738,0.537,0.585,0.287,0.493,0.79,0.21,0.61,-5.90,0.64,-6.74
Short,0.736,0.545,0.583,0.288,0.489,0.79,0.24,0.58,-2.37,-2.73,-3.37
Short,0.737,0.722,0.592,0.273,0.520,0.77,0.25,0.59,-4.19,4.21,-5.93
Short,0.735,0.697,0.584,0.269,0.512,0.74,0.27,0.63,-1.29,2.07,-1.72
Short,0.739,0.674,0.582,0.266,0.512,0.74,0.26,0.60,-1.45,5.18,4.24
Short,0.716,0.654,0.593,0.289,0.484,0.75,0.22,0.62,-4.70,-6.35,6.44
Short,0.719,0.637,0.595,0.290,0.488,0.75,0.20,0.63,15.24,-2.97,0.61
Short,0.722,0.622,0.587,0.297,0.489,0.78,0.23,0.59,-8.21,-1.59,1.04
Short,0.724,0.608,0.588,0.293,0.485,0.74,0.21,0.59,4.51,-12.72,12.34
Short,0.727,0.602,0.583,0.290,0.467,0.80,0.10,0.58,-0.69,-3.98,2.99
Short,0.786,0.636,0.594,0.300,0.468,0.82,0.16,0.60,-0.39,-1.74,0.89
Short,0.779,0.630,0.598,0.292,0.470,0.81,0.12,0.58,0.19,0.21,-0.72
Short,0.762,0.619,0.610,0.286,0.470,0.82,0.17,0.58,-2.76,-0.23,-0.23
Short,0.758,0.606,0.614,0.280,0.481,0.82,0.20,0.61,-1.40,-1.66,4.76
