6,33,33,50,29,62,13128,2320,9896,-285,-961,326
6,32,33,50,28,64,13632,1844,9420,-177,-715,210
6,31,36,46,32,65,13688,1932,9084,-93,-580,-177
6,32,35,47,30,65,13704,2188,8980,136,-236,-421
6,32,33,49,29,63,13632,2660,8976,-93,126,-362
6,33,33,47,27,61,13496,2704,9288,-165,459,-224
6,32,32,47,27,56,13276,2832,9696,-309,512,-155
6,32,32,47,27,59,13264,2668,9708,-287,409,5
6,31,32,49,27,62,13196,2520,9880,-346,-115,105
6,32,32,49,27,62,13268,2364,9592,-339,-334,64
6,32,32,50,27,63,13588,2168,9436,-364,-109,-39
6,33,32,51,27,64,13488,2584,9192,-301,104,-22
6,33,33,51,27,64,13356,2324,9400,-266,413,13
6,33,33,50,27,64,13208,2408,9680,-251,460,-5
6,32,32,50,28,65,13064,2420,9848,-181,240,-68
6,33,31,60,31,69,13108,2328,9864,-120,-64,-99
6,33,32,57,29,67,13304,2340,9872,-285,-332,-249
6,32,32,55,29,66,13460,2536,9456,-404,-375,-307
6,33,32,54,29,66,13552,2692,9164,-410,-58,-205
6,32,31,55,28,62,13560,2724,9224,-375,-28,10
6,31,32,54,26,62,13244,2388,9404,-192,179,225
6,31,31,53,27,63,13412,2168,9640,-280,232,-24
6,32,32,52,27,65,13364,2476,9788,-337,67,-245
6,32,32,52,27,63,13468,2488,9600,-249,-112,-197
6,29,34,48,21,62,13324,2508,9412,-170,-139,-139
6,30,34,49,23,62,13432,2504,9448,-220,25,-112
6,31,33,50,25,62,13288,2640,9540,-279,111,-24
6,32,33,48,25,62,13280,2584,9720,-307,159,91
6,31,33,50,27,62,13460,2300,9572,-242,-46,103
6,31,32,50,27,63,13480,2288,9508,-363,27,-25
