Yesterday,0.097,0.831,0.146,0.330,0.583,0.58,-0.84,0.47,15.39,2.14,-17.21
Yesterday,0.101,0.827,0.147,0.318,0.580,1.06,-0.35,0.34,-7.14,24.62,15.38
Yesterday,0.097,0.825,0.149,0.324,0.580,0.70,-0.44,0.61,-8.47,-16.56,-3.05
Yesterday,0.096,0.825,0.149,0.329,0.577,0.76,-0.42,0.53,-0.73,-2.42,-1.66
Yesterday,0.095,0.822,0.150,0.319,0.574,0.78,-0.37,0.56,-0.09,-6.51,4.31
Yesterday,0.093,0.821,0.151,0.320,0.578,0.77,-0.39,0.53,2.49,-3.08,3.68
Yesterday,0.090,0.823,0.151,0.322,0.575,0.79,-0.40,0.50,7.87,-4.79,5.18
Yesterday,0.087,0.817,0.150,0.338,0.568,0.78,-0.37,0.56,7.45,-5.95,10.18
Yesterday,0.084,0.809,0.149,0.331,0.574,0.80,-0.37,0.52,-3.39,-1.24,-0.66
Yesterday,0.093,0.813,0.150,0.388,0.556,0.78,-0.37,0.55,-4.92,0.31,-2.65
Yesterday,0.091,0.830,0.155,0.373,0.562,0.78,-0.41,0.52,1.65,-3.80,0.60
Yesterday,0.091,0.829,0.154,0.369,0.562,0.78,-0.39,0.54,-1.61,-0.76,-1.31
Yesterday,0.091,0.822,0.151,0.369,0.559,0.77,-0.40,0.54,0.10,1.18,-1.86
Yesterday,0.088,0.817,0.150,0.362,0.556,0.79,-0.39,0.51,-0.71,-2.75,-0.79
Yesterday,0.086,0.811,0.151,0.356,0.552,0.81,-0.36,0.52,-2.54,1.30,-3.30
Yesterday,0.087,0.811,0.148,0.347,0.556,0.80,-0.34,0.53,-1.52,0.95,-0.51
Yesterday,0.085,0.811,0.145,0.346,0.547,0.78,-0.32,0.57,-7.29,3.81,-7.32
Yesterday,0.082,0.809,0.146,0.334,0.551,0.78,-0.39,0.52,-6.37,4.89,-2.56
Yesterday,0.081,0.806,0.145,0.341,0.554,0.79,-0.37,0.52,-2.85,2.36,-1.53
Yesterday,0.080,0.802,0.224,0.288,0.544,0.77,-0.37,0.54,-6.85,2.06,-0.84
Yesterday,0.107,0.800,0.217,0.288,0.547,0.79,-0.37,0.53,-3.94,0.61,-1.44
Yesterday,0.105,0.798,0.206,0.287,0.544,0.78,-0.38,0.53,-2.07,0.86,-1.27
Yesterday,0.104,0.802,0.194,0.298,0.537,0.79,-0.37,0.54,-1.80,1.91,-1.19
Yesterday,0.099,0.800,0.184,0.305,0.536,0.78,-0.36,0.52,-2.75,-0.30,-0.66
Yesterday,0.096,0.798,0.178,0.313,0.535,0.78,-0.36,0.53,-4.37,0.89,-0.86
Yesterday,0.099,0.800,0.175,0.316,0.536,0.78,-0.41,0.52,-1.58,-0.47,-2.27
Yesterday,0.095,0.800,0.168,0.326,0.541,0.78,-0.36,0.53,-4.56,2.05,-0.66
Yesterday,0.082,0.802,0.165,0.349,0.544,0.79,-0.38,0.52,-3.58,-0.24,-1.43
Yesterday,0.080,0.806,0.161,0.334,0.437,0.77,-0.38,0.52,-4.04,-2.96,-0.24
Yesterday,0.079,0.800,0.160,0.376,0.453,0.78,-0.39,0.51,-2.71,-0.21,-0.80
